program_id;university;program_name;full_description;subjects;min_scores;program_type;specialization_focus;city;study_duration;degree_level
138;РУДН;Гостиничное дело;Международный гостиничный бизнес, кросс-культурный менеджмент, гостиничные цепи. Изучают международные гостиничные стандарты, кросс-культурные особенности, управление международными гостиничными сетями. Выпускники работают в международных гостиничных сетях, за рубежом, в компаниях с международным клиентом;русский,иностранный язык,обществознание;77,79,76;Экономика;Международный гостиничный бизнес;Москва;4;Бакалавриат
139;МГУ;Реклама и связи с общественностью;Теория рекламы, креатив в рекламе, медиапланирование, бренд-коммуникации. Изучают создание рекламных кампаний, креативные концепции, медиапланирование, управление репутацией, digital коммуникации. Карьера в рекламных агентствах, PR-отделах компаний, медиа, digital-агентствах;русский,обществознание,история;81,83,80;Экономика;Реклама;Москва;4;Бакалавриат
140;НИУ ВШЭ;Реклама и связи с общественностью;Digital PR, SMM, контент-маркетинг, influencer marketing, медиааналитика. Изучают digital коммуникации, работу в социальных сетях, контент-стратегии, работу с блогерами, аналитику медиа. Выпускники работают в digital-агентствах, IT-компаниях, медиа, на фрилансе;русский,обществознание,информатика;80,82,79;Экономика;Digital PR;Москва;4;Бакалавриат
141;СПбГУ;Реклама и связи с общественностью;Корпоративные коммуникации, GR, управление репутацией, кризисные коммуникации. Изучают корпоративные коммуникации, взаимодействие с государством, управление репутацией, антикризисный PR. Карьера в PR-отделах корпораций, GR-агентствах, консалтинге, государственных структурах;русский,обществознание,история;79,81,78;Экономика;Корпоративные коммуникации;Санкт-Петербург;4;Бакалавриат
142;МГУ;Социальная работа;Теория социальной работы, социальная политика, социальное обслуживание, социальная защита. Изучают методы социальной работы, социальную политику, работу с различными группами населения, социальные услуги. Карьера в социальных службах, государственных органах, НКО, благотворительных организациях;обществознание,русский,история;78,80,77;Гуманитарное;Социальная работа;Москва;4;Бакалавриат
143;НИУ ВШЭ;Социальная работа;Социальное предпринимательство, управление НКО, фандрайзинг, социальные инновации. Изучают социальное предпринимательство, управление некоммерческими организациями, привлечение финансирования, социальные проекты. Выпускники работают в НКО, социальных стартапах, благотворительных фондах, социальном бизнесе;обществознание,русский,математика;77,79,76;Гуманитарное;Социальное предпринимательство;Москва;4;Бакалавриат
144;СПбГУ;Социальная работа;Геронтологическая социальная работа, работа с пожилыми людьми, социальная геронтология. Изучают особенности работы с пожилыми людьми, социальную геронтологию, организацию услуг для пожилых, долговременный уход. Карьера в социальных службах для пожилых, домах престарелых, геронтологических центрах;обществознание,русский,биология;76,78,75;Гуманитарное;Геронтологическая работа;Санкт-Петербург;4;Бакалавриат
145;МГУ;Конфликтология;Теория конфликтов, медиация, переговорный процесс, разрешение конфликтов. Изучают теорию конфликтов, методы медиации, переговорные техники, управление конфликтами в организациях. Карьера медиаторов, переговорщиков, в HR, государственных органах, консалтинге;обществознание,русский,история;79,81,78;Гуманитарное;Конфликтология;Москва;4;Бакалавриат
146;НИУ ВШЭ;Конфликтология;Организационная конфликтология, управление конфликтами в бизнесе, корпоративная медиация. Изучают конфликты в организациях, корпоративную медиацию, управление персоналом в конфликтных ситуациях, организационную психологию. Выпускники работают в HR-отделах, консалтинге, корпоративных службах разрешения конфликтов;обществознание,русский,математика;78,80,77;Гуманитарное;Организационная конфликтология;Москва;4;Бакалавриат
147;МГУ;Зарубежное регионоведение;Европейские исследования, страны Европы, языки Европы, европейская интеграция. Изучают страны Европы, европейские языки, политику и экономику Европы, европейскую интеграцию, культуру Европы. Карьера в международных компаниях, государственных органах, дипломатии, аналитических центрах;история,русский,иностранный язык;82,84,83;Гуманитарное;Европейские исследования;Москва;4;Бакалавриат
148;МГИМО;Зарубежное регионоведение;Американские исследования, США и Канада, трансатлантические отношения, политика США. Изучают США и Канаду, американскую политику и экономику, трансатлантические отношения, английский язык. Выпускники работают в компаниях, работающих с Северной Америкой, дипломатических миссиях, аналитических центрах;история,русский,иностранный язык;83,85,84;Гуманитарное;Американские исследования;Москва;4;Бакалавриат
149;ДВФУ;Зарубежное регионоведение;Азиатско-Тихоокеанский регион, Китай, Япония, Корея, восточные языки. Изучают страны АТР, китайский, японский, корейский языки, экономику и политику Азии, культуру Востока. Карьера в компаниях, работающих с Азией, консульствах, туризме, переводе;история,русский,иностранный язык;80,82,81;Гуманитарное;АТР исследования;Владивосток;4;Бакалавриат
150;КФУ;Зарубежное регионоведение;Исламский мир, Ближний Восток, арабские страны, тюркский мир. Изучают страны исламского мира, арабский, турецкий языки, исламскую культуру, политику Ближнего Востока. Выпускники работают в нефтегазовых компаниях, дипломатических миссиях, переводе, аналитических центрах;история,русский,иностранный язык;79,81,80;Гуманитарное;Исламский мир;Казань;4;Бакалавриат
151;МГУ;Востоковедение и африканистика;Классическое востоковедение, древние языки Востока, история и культура Востока. Изучают древние восточные языки, историю и культуру древнего Востока, восточные рукописи, археологию Востока. Карьера в научных институтах, музеях, архивах, университетах, переводе древних текстов;история,русский,иностранный язык;81,83,82;Гуманитарное;Классическое востоковедение;Москва;4;Бакалавриат
152;МГИМО;Востоковедение и африканистика;Современный Китай, китайский язык, экономика и политика Китая, китайско-российские отношения. Изучают современный Китай, китайский язык, экономику и политику Китая, международные отношения Китая. Выпускники работают в компаниях, работающих с Китаем, дипломатических миссиях, аналитических центрах;история,русский,иностранный язык;82,84,83;Гуманитарное;Китаеведение;Москва;4;Бакалавриат
153;СПбГУ;Востоковедение и африканистика;Япония и Корея, японский и корейский языки, культура Японии и Кореи. Изучают Японию и Корею, японский и корейский языки, культуру и историю этих стран, экономику Восточной Азии. Карьера в компаниях, работающих с Японией и Кореей, переводе, туризме, культурных центрах;история,русский,иностранный язык;80,82,81;Гуманитарное;Японистика и кореистика;Санкт-Петербург;4;Бакалавриат
154;ИСАА МГУ;Востоковедение и африканистика;Арабские страны, арабский язык, исламская культура, современный Ближний Восток. Изучают арабские страны, арабский язык, исламскую культуру, политику и экономику Ближнего Востока. Выпускники работают в нефтегазовых компаниях, дипломатических миссиях, СМИ, переводе;история,русский,иностранный язык;79,81,80;Гуманитарное;Арабистика;Москва;4;Бакалавриат
155;МГУ;Теология;Православное богословие, история Церкви, церковные дисциплины, библеистика. Изучают православное богословие, историю Церкви, Священное Писание, литургику, патрологию. Карьера в религиозных организациях, преподавании, научных исследованиях, церковных структурах;русский,история,обществознание;78,80,77;Гуманитарное;Православное богословие;Москва;4;Бакалавриат
156;ПСТГУ;Теология;Православная теология, церковная история, библейские исследования, патрология. Изучают православное вероучение, историю Церкви, Священное Писание, творения отцов Церкви, церковное искусство. Выпускники работают в Церкви, преподавании, церковных СМИ, религиозном образовании;русский,история,обществознание;77,79,76;Гуманитарное;Православная теология;Москва;4;Бакалавриат
157;РГГУ;Теология;История религий, сравнительное религиоведение, феноменология религии, религиозная антропология. Изучают историю религий мира, сравнительное религиоведение, феноменологию религии, антропологию религии. Карьера в научных исследованиях, преподавании, музейной работе, межрелигиозном диалоге;история,русский,обществознание;76,78,75;Гуманитарное;История религий;Москва;4;Бакалавриат
158;КФУ;Теология;Исламская теология, исламское право, коранистика, история ислама. Изучают исламское вероучение, исламское право, Коран и Сунну, историю ислама, исламскую философию. Выпускники работают в мусульманских организациях, преподавании, межрелигиозном диалоге, научных исследованиях;русский,история,обществознание;75,77,74;Гуманитарное;Исламская теология;Казань;4;Бакалавриат
159;МГУ;Фундаментальная и прикладная лингвистика;Математическая лингвистика, формальные модели языка, компьютерная лингвистика, корпусная лингвистика. Изучают математические методы в лингвистике, формальные грамматики, компьютерную обработку текста, создание лингвистических корпусов. Карьера в IT-компаниях (NLP), научных исследованиях, разработке лингвистического софта;математика,русский,иностранный язык;83,85,84;Science;Математическая лингвистика;Москва;4;Бакалавриат
160;НИУ ВШЭ;Фундаментальная и прикладная лингвистика;Вычислительная лингвистика, NLP, машинный перевод, обработка естественного языка. Изучают алгоритмы обработки естественного языка, машинный перевод, анализ текста, лингвистические ресурсы. Выпускники работают в IT-компаниях (Яндекс, Google), разработке чат-ботов, анализе текстов;математика,русский,информатика;82,84,83;Science;Вычислительная лингвистика;Москва;4;Бакалавриат
161;СПбГУ;Фундаментальная и прикладная лингвистика;Лингвистическая типология, языки мира, полевая лингвистика, документация языков. Изучают языки мира, лингвистическую типологию, методы полевой лингвистики, документацию малых языков. Карьера в научных исследованиях, экспедициях, преподавании, создании словарей и грамматик;русский,иностранный язык,история;81,83,82;Science;Лингвистическая типология;Санкт-Петербург;4;Бакалавриат
162;НГУ;Фундаментальная и прикладная лингвистика;Сибирские языки, тюркские языки Сибири, полевая лингвистика в Сибири. Изучают языки народов Сибири, тюркские языки, методы полевой лингвистики, документацию сибирских языков. Выпускники работают в научных институтах Сибири, экспедициях, преподавании, создании учебников для малых народов;русский,иностранный язык,история;78,80,79;Science;Сибирские языки;Новосибирск;4;Бакалавриат
163;МГУ;Фундаментальная информатика и информационные технологии;Теоретическая информатика, алгоритмы, формальные методы, математические основы информатики. Изучают теорию алгоритмов, формальные методы, логику в информатике, математические модели вычислений. Карьера в научных исследованиях, разработке алгоритмов, IT-компаниях, академической информатике;математика,русский,информатика;86,78,87;IT;Теоретическая информатика;Москва;4;Бакалавриат
164;МФТИ;Фундаментальная информатика и информационные технологии;Квантовые вычисления, квантовые алгоритмы, квантовая информация, математическая физика. Изучают квантовые вычисления, квантовые алгоритмы, квантовую информацию, математические основы квантовой информатики. Выпускники работают в исследовательских центрах квантовых технологий, IT-компаниях, научных институтах;математика,русский,физика;87,79,88;IT;Квантовые вычисления;Москва;4;Бакалавриат
165;СПбГУ;Фундаментальная информатика и информационные технологии;Биоинформатика, вычислительная биология, анализ геномных данных, системная биология. Изучают алгоритмы биоинформатики, анализ геномных данных, моделирование биологических систем, статистику в биологии. Карьера в биоинформатических компаниях, фармацевтических компаниях, научно-исследовательских институтах;математика,русский,информатика;84,76,85;IT;Биоинформатика;Санкт-Петербург;4;Бакалавриат
166;НГУ;Фундаментальная информатика и информационные технологии;Высокопроизводительные вычисления, параллельные алгоритмы, суперкомпьютерное моделирование. Изучают параллельные вычисления, алгоритмы для суперкомпьютеров, моделирование на суперкомпьютерах, архитектуру вычислительных систем. Выпускники работают в суперкомпьютерных центрах, научных институтах, IT-компаниях, занимающихся HPC;математика,русский,информатика;83,75,84;IT;Суперкомпьютерные вычисления;Новосибирск;4;Бакалавриат
167;МГУ;Прикладная информатика;Информационные системы в экономике, бизнес-аналитика, корпоративные информационные системы. Изучают разработку информационных систем для бизнеса, бизнес-аналитику, ERP-системы, базы данных в экономике. Карьера в IT-отделах компаний, консалтинге, разработке бизнес-приложений, системном анализе;математика,русский,информатика;84,78,85;IT;Информационные системы в экономике;Москва;4;Бакалавриат
168;НИУ ВШЭ;Прикладная информатика;Data Science, машинное обучение, анализ данных, big data в бизнесе. Изучают машинное обучение, анализ данных, big data технологии, статистику, визуализацию данных. Выпускники работают data scientist, аналитиками данных, ML-инженерами в IT-компаниях и банках;математика,русский,информатика;83,77,84;IT;Data Science;Москва;4;Бакалавриат
169;СПбГУ;Прикладная информатика;Геоинформационные системы, картография, дистанционное зондирование, пространственные данные. Изучают ГИС технологии, картографию, обработку спутниковых снимков, пространственный анализ, разработку ГИС-приложений. Карьера в ГИС-компаниях, картографических сервисах, экологическом мониторинге, урбанистике;математика,русский,информатика;82,76,83;IT;Геоинформационные системы;Санкт-Петербург;4;Бакалавриат
170;НГУ;Прикладная информатика;Информационные системы в науке, научные вычисления, обработка научных данных. Изучают разработку информационных систем для науки, обработку научных данных, визуализацию научных результатов, базы данных в науке. Выпускники работают в научных институтах, исследовательских центрах, IT-компаниях, работающих с наукой;математика,русский,информатика;81,75,82;IT;Информационные системы в науке;Новосибирск;4;Бакалавриат
171;МГУ;Инноватика;Управление инновациями, технологическое предпринимательство, управление НИОКР, трансфер технологий. Изучают управление инновационными проектами, технологическое предпринимательство, управление исследованиями и разработками, коммерциализацию технологий. Карьера в инновационных компаниях, венчурных фондах, R&D отделах, технопарках;математика,русский,обществознание;82,80,81;Экономика;Управление инновациями;Москва;4;Бакалавриат
172;НИУ ВШЭ;Инноватика;Технологическое предпринимательство, стартап-менеджмент, венчурные инвестиции, инновационные экосистемы. Изучают создание технологических стартапов, привлечение венчурных инвестиций, управление стартапами, инновационные бизнес-модели. Выпускники создают стартапы, работают в венчурных фондах, акселераторах, инновационных центрах;математика,русский,обществознание;81,79,80;Экономика;Технологическое предпринимательство;Москва;4;Бакалавриат
173;МФТИ;Инноватика;Научно-технологические инновации, коммерциализация научных разработок, deep tech стартапы. Изучают коммерциализацию научных разработок, создание deep tech стартапов, управление научно-технологическими проектами, интеллектуальную собственность. Карьера в научно-технологических стартапах, технопарках, венчурных фондах, специализирующихся на deep tech;математика,русский,физика;83,81,84;Экономика;Научно-технологические инновации;Москва;4;Бакалавриат
174;ИТМО;Инноватика;ИТ-инновации, digital продукты, agile инновации, продуктовый менеджмент в IT. Изучают создание IT-инноваций, разработку digital продуктов, agile подходы в инновациях, продуктовый менеджмент. Выпускники работают в IT-стартапах, продуктовых командах, инновационных отделах IT-компаний;математика,русский,информатика;82,80,83;Экономика;ИТ-инновации;Санкт-Петербург;4;Бакалавриат
175;ТГУ;Инноватика;Инновации в образовании, EdTech, образовательные технологии, цифровизация образования. Изучают инновации в образовании, образовательные технологии, EdTech продукты, цифровизацию учебного процесса. Карьера в EdTech компаниях, образовательных учреждениях, разработке образовательных платформ, консалтинге в образовании;математика,русский,обществознание;79,77,78;Экономика;Инновации в образовании;Томск;4;Бакалавриат
176;МГУ;Землеустройство и кадастры;Земельный кадастр, оценка земли, земельные отношения, кадастровая деятельность. Изучают земельный кадастр, оценку земельных участков, земельное законодательство, кадастровые работы, ГИС в землеустройстве. Карьера в кадастровых службах, риелторских компаниях, оценке недвижимости, государственных органах;математика,русский,география;80,78,79;Экономика;Земельный кадастр;Москва;4;Бакалавриат
177;ГУЗ;Землеустройство и кадастры;Городской кадастр, кадастр недвижимости, оценка городских земель, градостроительный кадастр. Изучают городской кадастр, кадастр недвижимости, оценку городских земель, градостроительное зонирование, городское планирование. Выпускники работают в городских администрациях, кадастровых службах, девелоперских компаниях, оценке недвижимости;математика,русский,география;79,77,78;Экономика;Городской кадастр;Москва;4;Бакалавриат
178;СПбГУ;Землеустройство и кадастры;Морской кадастр, кадастр морских акваторий, прибрежные территории, морское право. Изучают морской кадастр, кадастр морских акваторий, управление прибрежными территориями, морское право в кадастре. Карьера в морских администрациях, портовых управлениях, прибрежных регионах, государственных органах управления морскими ресурсами;математика,русский,география;78,76,77;Экономика;Морской кадастр;Санкт-Петербург;4;Бакалавриат
179;ДВФУ;Землеустройство и кадастры;Кадастр природных ресурсов, лесной кадастр, кадастр месторождений, природопользование. Изучают кадастр природных ресурсов, лесной кадастр, кадастр месторождений, управление природными ресурсами, экологический кадастр. Выпускники работают в природоресурсных ведомствах, лесном хозяйстве, горнодобывающих компаниях, экологических службах;математика,русский,география;77,75,76;Экономика;Кадастр природных ресурсов;Владивосток;4;Бакалавриат
180;УрФУ;Землеустройство и кадастры;Промышленный кадастр, кадастр промышленных земель, землеустройство промышленных территорий. Изучают промышленный кадастр, кадастр промышленных земель, землеустройство промышленных территорий, оценку промышленных земель. Карьера в промышленных компаниях, администрациях промышленных регионов, кадастровых службах, оценке промышленной недвижимости;математика,русский,география;76,74,75;Экономика;Промышленный кадастр;Екатеринбург;4;Бакалавриат
181;МГУ;Экология и природопользование;Общая экология, природопользование, охрана окружающей среды, экологический мониторинг. Изучают экологические системы, природопользование, охрану окружающей среды, экологический мониторинг, экологическое право. Карьера в экологических службах, природоохранных организациях, государственных органах, научных институтах;география,русский,биология;80,78,79;Science;Экология;Москва;4;Бакалавриат
182;НИУ ВШЭ;Экология и природопользование;Экономика природопользования, экологический менеджмент, устойчивое развитие, green economy. Изучают экономику природопользования, экологический менеджмент, устойчивое развитие, зеленую экономику, экологические финансы. Выпускники работают в компаниях, внедряющих экологические стандарты, консалтинге, государственных органах, международных организациях;география,русский,обществознание;79,77,78;Science;Экономика природопользования;Москва;4;Бакалавриат
183;СПбГУ;Экология и природопользование;Экология города, урбоэкология, экологическое планирование городов, зеленые технологии в городах. Изучают экологию города, урбоэкологию, экологическое планирование, зеленые технологии, управление городской средой. Карьера в городских администрациях, экологических службах городов, девелоперских компаниях, консалтинге;география,русский,биология;78,76,77;Science;Экология города;Санкт-Петербург;4;Бакалавриат
184;ДВФУ;Экология и природопользование;Морская экология, охрана морской среды, прибрежно-морское природопользование. Изучают морскую экологию, охрану морской среды, прибрежно-морское природопользование, морские охраняемые территории. Выпускники работают в морских заповедниках, рыбохозяйственных организациях, экологических службах портов, научно-исследовательских институтах;география,русский,биология;77,75,76;Science;Морская экология;Владивосток;4;Бакалавриат
185;УрФУ;Экология и природопользование;Промышленная экология, экология горнодобывающих регионов, рекультивация нарушенных земель. Изучают промышленную экологию, экологию горнодобывающих регионов, рекультивацию нарушенных земель, экологический контроль на производствах. Карьера в промышленных компаниях, экологических службах промышленных предприятий, государственных контролирующих органах;география,русский,химия;76,74,75;Science;Промышленная экология;Екатеринбург;4;Бакалавриат
186;МГУ;Картография и геоинформатика;Картография, топография, геодезия, создание карт, картографические проекции. Изучают картографию, топографию, геодезию, создание карт, картографические проекции, дизайн карт. Карьера в картографических службах, ГИС-компаниях, издательствах карт, навигационных сервисах;математика,русский,география;81,79,80;Science;Картография;Москва;4;Бакалавриат
187;МГУ;Картография и геоинформатика;Геоинформатика, ГИС, пространственный анализ, разработка ГИС-приложений. Изучают геоинформационные системы, пространственный анализ, разработку ГИС-приложений, базы пространственных данных, дистанционное зондирование. Выпускники работают в ГИС-компаниях, картографических сервисах, экологическом мониторинге, урбанистике;математика,русский,информатика;82,80,81;Science;Геоинформатика;Москва;4;Бакалавриат
188;СПбГУ;Картография и геоинформатика;Морская картография, навигационные карты, батиметрия, гидрографические работы. Изучают морскую картографию, навигационные карты, батиметрию, гидрографические работы, морскую геодезию. Карьера в гидрографических службах, морской навигации, портовых управлениях, научно-исследовательских судах;математика,русский,география;80,78,79;Science;Морская картография;Санкт-Петербург;4;Бакалавриат
189;МГУ;Гидрология;Гидрология суши, водные ресурсы, гидрологические расчеты, регулирование речного стока. Изучают гидрологию суши, водные ресурсы, гидрологические расчеты, регулирование речного стока, гидрологический мониторинг. Карьера в гидрологических службах, водохозяйственных организациях, проектных институтах, экологических службах;география,русский,математика;80,78,79;Science;Гидрология суши;Москва;4;Бакалавриат
190;СПбГУ;Гидрология;Гидрология моря, физика моря, морские течения, приливы, взаимодействие океана и атмосферы. Изучают гидрологию моря, физику моря, морские течения, приливы, взаимодействие океана и атмосферы, морскую метеорологию. Выпускники работают в океанологических институтах, гидрометеослужбах, морской навигации, научно-исследовательских центрах;география,русский,математика;79,77,78;Science;Гидрология моря;Санкт-Петербург;4;Бакалавриат
191;МГУ;Метеорология;Синоптическая метеорология, прогноз погоды, атмосферные процессы, климатология. Изучают синоптическую метеорологию, прогноз погоды, атмосферные процессы, климатологию, спутниковую метеорологию. Карьера в гидрометеослужбах, авиации, сельском хозяйстве, телевидении, научных институтах;география,русский,математика;81,79,80;Science;Метеорология;Москва;4;Бакалавриат
192;МГУ;Климатология;Изменение климата, палеоклиматология, климатическое моделирование, глобальные климатические процессы. Изучают изменение климата, палеоклиматологию, климатическое моделирование, глобальные климатические процессы, климатическую политику. Выпускники работают в научно-исследовательских институтах, международных климатических организациях, экологических службах, консалтинге;география,русский,математика;80,78,79;Science;Климатология;Москва;4;Бакалавриат
193;МГУ;Океанология;Физическая океанология, динамика океана, термохалинная циркуляция, волновые процессы. Изучают физическую океанологию, динамику океана, термохалинную циркуляцию, волновые процессы, океанографические приборы. Карьера в океанологических институтах, на исследовательских судах, в морской геологии, рыболовстве, экологическом мониторинге;география,русский,математика;81,79,80;Science;Физическая океанология;Москва;4;Бакалавриат
194;СПбГУ;Океанология;Химическая океанология, морская химия, биогеохимия океана, загрязнение морской среды. Изучают химическую океанологию, морскую химию, биогеохимию океана, загрязнение морской среды, морскую экологическую химию. Выпускники работают в океанологических институтах, экологических службах, морских заповедниках, научных экспедициях;химия,русский,математика;80,78,79;Science;Химическая океанология;Санкт-Петербург;4;Бакалавриат
195;ДВФУ;Океанология;Биологическая океанология, морская биология, планктон, морские экосистемы, биоресурсы океана. Изучают биологическую океанологию, морскую биологию, планктон, морские экосистемы, биоресурсы океана, ихтиологию. Карьера в морских биологических станциях, рыбохозяйственных институтах, океанариумах, научно-исследовательских судах;биология,русский,математика;79,77,78;Science;Биологическая океанология;Владивосток;4;Бакалавриат
